belt,form,strike_kick_block,stance,tkda_video,mta_video
Sr Red,Choong-Moo,Right Round Kick,N/A,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Spin Side Kick,N/A,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Double Fist Block,Right Back Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Round Kick,N/A,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right C-Block,Right Back Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Double Knifehand Block,Right Back Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Reverse Spearhand Low,Left Front Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Low Block/Right Downward Backfist,Left Back Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Spearhand Middle,Right Front Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Double Inner Forearm Block,Left Front Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Supported Outside Block,Sitting Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Back Fist,No Change,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Side Kick,N/A,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Side Kick,N/A,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right Knifehand X-Block Middle,Right Back Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Twin Palm Upset Strike High,Left Front Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Right High Block,Right Front Stance,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
Sr Red,Choong-Moo,Left Reverse Punch High (Ki-Hap),No Change,https://youtu.be/_6bv5jAbgiQ?si=_0mfy-yxZOx1t96l,
First Deg Prob,Gwang-Gae,N/A,Ready Stance D,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr5,media/gwan_gae_first_deg_prob_rec
First Deg Prob,Gwang-Gae,Double Downward Knifehand Strikes,Right One Leg Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr6,
First Deg Prob,Gwang-Gae,Ready Stance B,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr7,
First Deg Prob,Gwang-Gae,Right Reverse Upset Punch Middle (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr8,
First Deg Prob,Gwang-Gae,Left Reverse Upset Punch Middle (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr9,
First Deg Prob,Gwang-Gae,Right Hooking Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr10,
First Deg Prob,Gwang-Gae,Left Double Knifehand Block Low,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr11,
First Deg Prob,Gwang-Gae,Left Hooking Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr12,
First Deg Prob,Gwang-Gae,Right Double Knifehand Block Low,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr13,
First Deg Prob,Gwang-Gae,Left Double Knifehand Block,Left Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr14,
First Deg Prob,Gwang-Gae,Right Double Knifehand Block,Right Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr15,
First Deg Prob,Gwang-Gae,Left Double Knifehand Block,Left Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr16,
First Deg Prob,Gwang-Gae,Right Reverse Palm Heel Upset Strike High (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr17,
First Deg Prob,Gwang-Gae,Left Reverse Palm Heel Upset Strike High (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr18,
First Deg Prob,Gwang-Gae,Right Knifehand Strike Low To Left Palm,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr19,
First Deg Prob,Gwang-Gae,Left Side Kick Low,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr20,
First Deg Prob,Gwang-Gae,Left Side Kick High,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr21,
First Deg Prob,Gwang-Gae,Right Reverse Outside Knifehand Strike High,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr22,
First Deg Prob,Gwang-Gae,Left Downward Hammer Fist,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr23,
First Deg Prob,Gwang-Gae,Right Side Kick Low,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr24,
First Deg Prob,Gwang-Gae,Right Side Kick High,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr25,
First Deg Prob,Gwang-Gae,Left Reverse Outside Knifehand Strike High,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr26,
First Deg Prob,Gwang-Gae,Right Downward Hammer Fist,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr27,
First Deg Prob,Gwang-Gae,Right Reverse Palm Heel Press Block Low (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr28,
First Deg Prob,Gwang-Gae,Left Reverse Palm Heel Press Block Low (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr29,
First Deg Prob,Gwang-Gae,Right Outside Crescent Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr30,
First Deg Prob,Gwang-Gae,Right Back Fist (Ki-Hap),Sitting Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr31,
First Deg Prob,Gwang-Gae,Right Double Inner Forearm Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr32,
First Deg Prob,Gwang-Gae,Right Innerfforearm Block/Left Reverse Low Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr33,
First Deg Prob,Gwang-Gae,Right Horizontal Spear Hand High (Medium),Right Extended Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr34,
First Deg Prob,Gwang-Gae,Left Outside Crescent Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr35,
First Deg Prob,Gwang-Gae,Left Back Fist (Ki-Hap),Sitting Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr36,
First Deg Prob,Gwang-Gae,Left Double Inner Forearm Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr37,
First Deg Prob,Gwang-Gae,Left Innerfforearm Block/Right Reverse Low Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr38,
First Deg Prob,Gwang-Gae,Left Horizontal Spear Hand High (Medium),Left Extended Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr39,
First Deg Prob,Gwang-Gae,Twin Punch High,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr40,
First Deg Prob,Gwang-Gae,Twin Upset Punch Middle,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr41,
First Deg Prob,Gwang-Gae,Right Front Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr42,
First Deg Prob,Gwang-Gae,Right Double Knifehand Block,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr43,
First Deg Prob,Gwang-Gae,Left Punch High,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr44,
First Deg Prob,Gwang-Gae,Twin Upset Punch Middle,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr45,
First Deg Prob,Gwang-Gae,Left Front Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr46,
First Deg Prob,Gwang-Gae,Left Double Knifehand Block,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr47,
First Deg Prob,Gwang-Gae,Right Punch High,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr48,
First Deg Rec,Gwang-Gae,N/A,Ready Stance D,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr49,
First Deg Rec,Gwang-Gae,Double Downward Knifehand Strikes,Right One Leg Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr50,
First Deg Rec,Gwang-Gae,Ready Stance B,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr51,
First Deg Rec,Gwang-Gae,Right Reverse Upset Punch Middle (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr52,
First Deg Rec,Gwang-Gae,Left Reverse Upset Punch Middle (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr53,
First Deg Rec,Gwang-Gae,Right Hooking Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr54,
First Deg Rec,Gwang-Gae,Left Double Knifehand Block Low,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr55,
First Deg Rec,Gwang-Gae,Left Hooking Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr56,
First Deg Rec,Gwang-Gae,Right Double Knifehand Block Low,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr57,
First Deg Rec,Gwang-Gae,Left Double Knifehand Block,Left Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr58,
First Deg Rec,Gwang-Gae,Right Double Knifehand Block,Right Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr59,
First Deg Rec,Gwang-Gae,Left Double Knifehand Block,Left Cat Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr60,
First Deg Rec,Gwang-Gae,Right Reverse Palm Heel Upset Strike High (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr61,
First Deg Rec,Gwang-Gae,Left Reverse Palm Heel Upset Strike High (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr62,
First Deg Rec,Gwang-Gae,Right Knifehand Strike Low To Left Palm,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr63,
First Deg Rec,Gwang-Gae,Left Side Kick Low,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr64,
First Deg Rec,Gwang-Gae,Left Side Kick High,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr65,
First Deg Rec,Gwang-Gae,Right Reverse Outside Knifehand Strike High,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr66,
First Deg Rec,Gwang-Gae,Left Downward Hammer Fist,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr67,
First Deg Rec,Gwang-Gae,Right Side Kick Low,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr68,
First Deg Rec,Gwang-Gae,Right Side Kick High,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr69,
First Deg Rec,Gwang-Gae,Left Reverse Outside Knifehand Strike High,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr70,
First Deg Rec,Gwang-Gae,Right Downward Hammer Fist,Closed Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr71,
First Deg Rec,Gwang-Gae,Right Reverse Palm Heel Press Block Low (Medium),Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr72,
First Deg Rec,Gwang-Gae,Left Reverse Palm Heel Press Block Low (Medium),Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr73,
First Deg Rec,Gwang-Gae,Right Outside Crescent Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr74,
First Deg Rec,Gwang-Gae,Right Back Fist (Ki-Hap),Sitting Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr75,
First Deg Rec,Gwang-Gae,Right Double Inner Forearm Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr76,
First Deg Rec,Gwang-Gae,Right Innerfforearm Block/Left Reverse Low Block,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr77,
First Deg Rec,Gwang-Gae,Right Horizontal Spear Hand High (Medium),Right Extended Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr78,
First Deg Rec,Gwang-Gae,Left Outside Crescent Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr79,
First Deg Rec,Gwang-Gae,Left Back Fist (Ki-Hap),Sitting Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr80,
First Deg Rec,Gwang-Gae,Left Double Inner Forearm Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr81,
First Deg Rec,Gwang-Gae,Left Innerfforearm Block/Right Reverse Low Block,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr82,
First Deg Rec,Gwang-Gae,Left Horizontal Spear Hand High (Medium),Left Extended Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr83,
First Deg Rec,Gwang-Gae,Twin Punch High,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr84,
First Deg Rec,Gwang-Gae,Twin Upset Punch Middle,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr85,
First Deg Rec,Gwang-Gae,Right Front Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr86,
First Deg Rec,Gwang-Gae,Right Double Knifehand Block,Right Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr87,
First Deg Rec,Gwang-Gae,Left Punch High,Left Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr88,
First Deg Rec,Gwang-Gae,Twin Upset Punch Middle,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr89,
First Deg Rec,Gwang-Gae,Left Front Kick,N/A,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr90,
First Deg Rec,Gwang-Gae,Left Double Knifehand Block,Left Back Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr91,
First Deg Rec,Gwang-Gae,Right Punch High,Right Front Stance,https://youtu.be/0VnyK--slN4?si=qlYIlnCAen2kshr92,
First Deg Dec,Poe-Eun,N/A,Ready Stance D,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Double Fist Block,Left Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Double Upward Punch High,Left One-Leg Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Side Kick Low,N/A,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Knifehand Strike Middle,Sitting Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Horizontal Punch,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Inner Forearm Block/Left Low Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Inner Forearm Block/Right Low Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Twin Inner Forearm Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Backward Elbow Strike  ,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Punch Middle,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Backward Elbow Strike,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Double Horizontal Punch,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Wrist Slap Low,Left X Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right C-Block (Ki-Hap),Right Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Twing Elbow Strike (Medium),Closed Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Low Block/Right Backfist,Sitting Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Hammer Fist to Right Palm,Right X Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Circular Double Ridgehand Block Low,Left Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Double Fist Block,Right Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Double Upward Punch High,Right One-Leg Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Side Kick Low,N/A,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Knifehand Strike Middle,Sitting Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right HoriRightontal Punch,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Inner Forearm Block/Right Low Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Inner Forearm Block/Left Low Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Twin Inner Forearm Block,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Backward Elbow Strike  ,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Punch Middle,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Backward Elbow Strike,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Double HoriRightontal Punch,No Change,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left Wrist Slap Low,Right X Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Left C-Block (Ki-Hap),Left Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Twing Elbow Strike (Medium),Closed Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Low Block/Left Backfist,Sitting Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Hammer Fist to Left Palm,Left X Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
First Deg Dec,Poe-Eun,Right Circular Double Ridgehand Block Low,Right Back Stance,https://youtu.be/s4QaAHHNJKo?si=SulkBtEijvZMIgAD,
